prep_canonical_smiles,chembl_cmpd_id,assay_id,rdkitNonIsoCanonSmi,canonical_smiles,doc_id,pubmed_id,journal,year,volume,first_page,standard_value,standard_units,standard_type,activity_comment,tid,pref_name,Protein class,Cliff value,Chiral cliff,unambiguous cliff,Protein class (prep)
FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]cc(C[C@@H]4CCCN4)c3c2,"('CHEMBL594548', 'CHEMBL596199')",603608,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccc(C(F)(F)F)cc1,"('FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]cc(C[C@@H]4CCCN4)c3c2', 'FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4)c3c2')",49282,19758807.0,Bioorg. Med. Chem.,2009.0,17,7387,"(Decimal('10'), Decimal('0.4'))",nM,Ki,,10627,Serotonin 6 (5-HT6) receptor,membrane receptor 7tm,1.39794000867,cliff,1,membrane receptor 7tm
FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@@H]3CCCN3)S(=O)(=O)c4ccccc4,"('CHEMBL495535', 'CHEMBL495536')","(560813, 607291)",O=C(C1CCCN1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,"('FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@@H]3CCCN3)S(=O)(=O)c4ccccc4', 'FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@H]3CCCN3)S(=O)(=O)c4ccccc4')","(45064, 49782)","(19072540.0, 19932972.0)","('J. Med. Chem.', 'Bioorg. Med. Chem.')","(2009.0, 2010.0)","('52', '18')","('105', '190')","(Decimal('110'), Decimal('200'))",nM,IC50,,101219,Secreted frizzled-related protein 1,unclassified,0.259637310506,no cliff,1,unclassified
FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@@H]3CCNC3)S(=O)(=O)c4ccccc4,"('CHEMBL591482', 'CHEMBL592670')","(607291, 607293)",O=C(C1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,"('FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@@H]3CCNC3)S(=O)(=O)c4ccccc4', 'FC(F)(F)c1ccc(cc1S(=O)(=O)NC2CCN(CC2)C(=O)[C@H]3CCNC3)S(=O)(=O)c4ccccc4')",49782,19932972.0,Bioorg. Med. Chem.,2010.0,18,190,"((Decimal('60'), Decimal('40')), (Decimal('380'), Decimal('700')))",nM,"('IC50', 'EC50')",,101219,Secreted frizzled-related protein 1,unclassified,"(0.17609125905568124, 0.2653144433974467)",no cliff,1,unclassified
FC(F)(F)c1ccc(nc1)n2ccc(n2)C(=O)Nc3ccc(cc3)[C@@H]4CNCCO4,"('CHEMBL3663713', 'CHEMBL3663711')",1528734,O=C(Nc1ccc(C2CNCCO2)cc1)c1ccn(-c2ccc(C(F)(F)F)cn2)n1,"('FC(F)(F)c1ccc(nc1)n2ccc(n2)C(=O)Nc3ccc(cc3)[C@@H]4CNCCO4', 'FC(F)(F)c1ccc(nc1)n2ccc(n2)C(=O)Nc3ccc(cc3)[C@H]4CNCCO4')",94952,"(nan, nan)",,2015.0,,,"(Decimal('2.2'), Decimal('2.8'))",nM,Ki,,100426,Trace amine-associated receptor 1,membrane receptor 7tm,0.10473535052,no cliff,1,membrane receptor 7tm
FC(F)(F)c1ccc2[C@@H](CCOc2c1)NC(=O)Nc3cccc4[nH]ncc34,"('CHEMBL1684271', 'CHEMBL1684272')",727155,O=C(Nc1cccc2[nH]ncc12)NC1CCOc2cc(C(F)(F)F)ccc21,"('FC(F)(F)c1ccc2[C@@H](CCOc2c1)NC(=O)Nc3cccc4[nH]ncc34', 'FC(F)(F)c1ccc2[C@H](CCOc2c1)NC(=O)Nc3cccc4[nH]ncc34')",55755,21315587.0,Bioorg. Med. Chem. Lett.,2011.0,21,1338,"(Decimal('4'), Decimal('43'))",nM,IC50,,10260,Vanilloid receptor,ion channel vgc,1.03140846425,cliff,1,ion channel vgc
FC(F)(F)c1cccc(CN2[C@@H](Cn3c(nnc3c4cnccn4)C2=O)C5CC5)c1Cl,"('CHEMBL3663285', 'CHEMBL3663286')","(1528333, 1535797)",O=C1c2nnc(-c3cnccn3)n2CC(C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,"('FC(F)(F)c1cccc(CN2[C@@H](Cn3c(nnc3c4cnccn4)C2=O)C5CC5)c1Cl', 'FC(F)(F)c1cccc(CN2[C@H](Cn3c(nnc3c4cnccn4)C2=O)C5CC5)c1Cl')",94884,"((nan, nan), (nan, nan))",,2015.0,,,"((Decimal('249.5'), Decimal('0.8')), (Decimal('9885.5'), Decimal('9.6')))",nM,IC50,"(('303122', '303123'), ('303213', '303214'))","(10417, 10540)",P2X purinoceptor 7,ion channel lgic,"(2.4939805629674652, 3.0127274074031729)",cliff,1,ion channel lgic
FC(F)(F)c1cccc(CN2[C@@H](Cn3c(nnc3c4ncccn4)C2=O)C5CC5)c1Cl,"('CHEMBL3663288', 'CHEMBL3663289')","(1528333, 1528334, 1535797)",O=C1c2nnc(-c3ncccn3)n2CC(C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,"('FC(F)(F)c1cccc(CN2[C@@H](Cn3c(nnc3c4ncccn4)C2=O)C5CC5)c1Cl', 'FC(F)(F)c1cccc(CN2[C@H](Cn3c(nnc3c4ncccn4)C2=O)C5CC5)c1Cl')",94884,"((nan, nan), (nan, nan), (nan, nan))",,2015.0,,,"((Decimal('18.1'), Decimal('1')), (Decimal('100'), Decimal('5')), (Decimal('396.3'), Decimal('8.2')))",nM,"('IC50', 'Ki', 'IC50')","(('303125', '303126'), ('303019', '303020'), ('303216', '303217'))","(10417, 10417, 10540)",P2X purinoceptor 7,ion channel lgic,"(1.2576785748691846, 1.3010299956639813, 1.6842102199504729)",cliff,1,ion channel lgic
FC(F)(F)c1cccc(CNC(=O)[C@@H]2CCCC(=O)N2Cc3ccccc3)c1Cl,"('CHEMBL2218267', 'CHEMBL2218286')",887762,O=C(NCc1cccc(C(F)(F)F)c1Cl)C1CCCC(=O)N1Cc1ccccc1,"('FC(F)(F)c1cccc(CNC(=O)[C@@H]2CCCC(=O)N2Cc3ccccc3)c1Cl', 'FC(F)(F)c1cccc(CNC(=O)[C@H]2CCCC(=O)N2Cc3ccccc3)c1Cl')",67107,"(nan, nan)",,"(nan, nan)",,,"(Decimal('398.11'), Decimal('19.95'))",nM,IC50,,10417,P2X purinoceptor 7,ion channel lgic,1.3000601866,cliff,1,ion channel lgic
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC[C@@H]2CCCN2Cc3ccc(Cl)cc3,"('CHEMBL2448120', 'CHEMBL2096788')",310494,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NCC1CCCN1Cc1ccc(Cl)cc1,"('FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC[C@@H]2CCCN2Cc3ccc(Cl)cc3', 'FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC[C@H]2CCCN2Cc3ccc(Cl)cc3')",20249,15454236.0,Bioorg. Med. Chem. Lett.,2004.0,14,5413,"(Decimal('630'), Decimal('810'))",nM,EC50,,11575,C-C chemokine receptor type 2,membrane receptor 7tm,0.109144469425,no cliff,1,membrane receptor 7tm
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(Cc3ccc(Cl)cc3)C2,"('CHEMBL255408', 'CHEMBL2096789')",310494,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CCN(Cc2ccc(Cl)cc2)C1,"('FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(Cc3ccc(Cl)cc3)C2', 'FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@H]2CCN(Cc3ccc(Cl)cc3)C2')",20249,15454236.0,Bioorg. Med. Chem. Lett.,2004.0,14,5413,"(Decimal('20'), Decimal('360'))",nM,EC50,,11575,C-C chemokine receptor type 2,membrane receptor 7tm,1.2552725051,cliff,1,membrane receptor 7tm
FC(F)(F)c1cccc2[C@@H]3CNCCN3C(=O)c12,"('CHEMBL222514', 'CHEMBL223584')","(428464, 428465, 428466, 428467, 428468, 428469)",O=C1c2c(cccc2C(F)(F)F)C2CNCCN12,"('FC(F)(F)c1cccc2[C@@H]3CNCCN3C(=O)c12', 'FC(F)(F)c1cccc2[C@H]3CNCCN3C(=O)c12')",35188,17315987.0,J. Med. Chem.,2007.0,50,1365,"((Decimal('59'), Decimal('10000')), (Decimal('74'), Decimal('3430')), (Decimal('7'), Decimal('1100')), (Decimal('176'), Decimal('10000')), (Decimal('180'), Decimal('10000')), (Decimal('7'), Decimal('1840')))",nM,"('Ki', 'Ki', 'Ki', 'EC50', 'EC50', 'EC50')","(('Antagonist', None), 'Antagonist', 'Antagonist', ('Agonist', None), ('Agonist', None), 'Agonist')","(107, 227, 108, 107, 227, 108)","('Serotonin 2a (5-HT2a) receptor', 'Serotonin 2b (5-HT2b) receptor', 'Serotonin 2c (5-HT2c) receptor', 'Serotonin 2a (5-HT2a) receptor', 'Serotonin 2b (5-HT2b) receptor', 'Serotonin 2c (5-HT2c) receptor')",membrane receptor 7tm,"(2.2291479883578558, 1.6660624003117943, 2.196294645143968, 1.7544873321858501, 1.744727494896694, 2.4197197829952795)",cliff,1,membrane receptor 7tm
FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Br)[C@@H]3CNCCO3)cn1,"('CHEMBL3673012', 'CHEMBL3673011')","(1528170, 1528171)",O=C(Nc1cnc(C(F)(F)F)nc1)Nc1ccc(C2CNCCO2)cc1Br,"('FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Br)[C@@H]3CNCCO3)cn1', 'FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Br)[C@H]3CNCCO3)cn1')",94859,"((nan, nan), (nan, nan))",,2015.0,,,"((Decimal('10.3'), Decimal('18')), (Decimal('5.6'), Decimal('8.6')))",nM,Ki,,"(100425, 100426)",Trace amine-associated receptor 1,membrane receptor 7tm,"(0.24243528039813378, 0.18631042423736732)",no cliff,1,membrane receptor 7tm
FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Cl)[C@@H]3CNCCO3)cn1,"('CHEMBL3672994', 'CHEMBL3672993')",1528171,O=C(Nc1cnc(C(F)(F)F)nc1)Nc1ccc(C2CNCCO2)cc1Cl,"('FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Cl)[C@@H]3CNCCO3)cn1', 'FC(F)(F)c1ncc(NC(=O)Nc2ccc(cc2Cl)[C@H]3CNCCO3)cn1')",94859,"(nan, nan)",,2015.0,,,"(Decimal('4.9'), Decimal('6.7'))",nM,Ki,,100426,Trace amine-associated receptor 1,membrane receptor 7tm,0.135878722672,no cliff,1,membrane receptor 7tm
FC(F)(F)c1ncc(Nc2ccc(cc2)[C@@H]3CNCCO3)cn1,"('CHEMBL3641706', 'CHEMBL3641766')","(1528585, 1528586)",FC(F)(F)c1ncc(Nc2ccc(C3CNCCO3)cc2)cn1,"('FC(F)(F)c1ncc(Nc2ccc(cc2)[C@@H]3CNCCO3)cn1', 'FC(F)(F)c1ncc(Nc2ccc(cc2)[C@H]3CNCCO3)cn1')",94478,"((nan, nan), (nan, nan))",,2014.0,,,"((Decimal('839.7'), Decimal('862.7')), (Decimal('7'), Decimal('9.6')))",nM,Ki,,"(105388, 100426)","('Trace amine-associated receptor 7b', 'Trace amine-associated receptor 1')",membrane receptor 7tm,"(0.011735644852055601, 0.13717319302531153)",no cliff,1,membrane receptor 7tm
FC(F)C(F)(F)Oc1cc(F)cc(c1)[C@@](Cc2ccccc2)(NC(=O)NC3CCCC3)c4ccc(Cl)cn4,"('CHEMBL2165682', 'CHEMBL2152165')","(860684, 860698)",O=C(NC1CCCC1)NC(Cc1ccccc1)(c1cc(F)cc(OC(F)(F)C(F)F)c1)c1ccc(Cl)cn1,"('FC(F)C(F)(F)Oc1cc(F)cc(c1)[C@@](Cc2ccccc2)(NC(=O)NC3CCCC3)c4ccc(Cl)cn4', 'FC(F)C(F)(F)Oc1cc(F)cc(c1)[C@](Cc2ccccc2)(NC(=O)NC3CCCC3)c4ccc(Cl)cn4')",65787,22650305.0,J. Med. Chem.,2012.0,55,6162,"((Decimal('430'), Decimal('6.9')), (Decimal('36000'), Decimal('630')))",nM,IC50,,10517,Cholesteryl ester transfer protein,other ion channels,"(1.7946193648423312, 1.7569619513137056)",cliff,1,other ion channels
FC(F)Oc1ccc(cc1)n2cc(cn2)C(=O)Nc3ccc([C@@H]4CNCCO4)c(F)c3,"('CHEMBL3673028', 'CHEMBL3673032')",1528170,O=C(Nc1ccc(C2CNCCO2)c(F)c1)c1cnn(-c2ccc(OC(F)F)cc2)c1,"('FC(F)Oc1ccc(cc1)n2cc(cn2)C(=O)Nc3ccc([C@@H]4CNCCO4)c(F)c3', 'FC(F)Oc1ccc(cc1)n2cc(cn2)C(=O)Nc3ccc([C@H]4CNCCO4)c(F)c3')",94859,"(nan, nan)",,2015.0,,,0.7,nM,Ki,,100425,Trace amine-associated receptor 1,membrane receptor 7tm,0.0,no cliff,1,membrane receptor 7tm
FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2Cl)[C@@H]3CNCCO3)C#N,"('CHEMBL3672989', 'CHEMBL3672990')","(1528170, 1528171)",N#Cc1ccc(OC(F)F)c(NC(=O)Nc2ccc(C3CNCCO3)cc2Cl)c1,"('FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2Cl)[C@@H]3CNCCO3)C#N', 'FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2Cl)[C@H]3CNCCO3)C#N')",94859,"((nan, nan), (nan, nan))",,2015.0,,,"((Decimal('1.2'), Decimal('1.8')), (Decimal('2'), Decimal('2.2')))",nM,Ki,,"(100425, 100426)",Trace amine-associated receptor 1,membrane receptor 7tm,"(0.17609125905568127, 0.041392685158225057)",no cliff,1,membrane receptor 7tm
FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2F)[C@@H]3CNCCO3)C#N,"('CHEMBL3673014', 'CHEMBL3673013')","(1528170, 1528171)",N#Cc1ccc(OC(F)F)c(NC(=O)Nc2ccc(C3CNCCO3)cc2F)c1,"('FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2F)[C@@H]3CNCCO3)C#N', 'FC(F)Oc1ccc(cc1NC(=O)Nc2ccc(cc2F)[C@H]3CNCCO3)C#N')",94859,"((nan, nan), (nan, nan))",,2015.0,,,"((Decimal('1'), Decimal('1.2')), (Decimal('1.9'), Decimal('1.8')))",nM,Ki,,"(100425, 100426)",Trace amine-associated receptor 1,membrane receptor 7tm,"(0.079181246047624818, 0.023481095849522904)",no cliff,1,membrane receptor 7tm
FC(F)Oc1ccc(cc1OCCCN[C@@H]2CCOC2=O)C(=O)Nc3c(Cl)cncc3Cl,"('CHEMBL3327316', 'CHEMBL3327317')",1446362,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCNC2CCOC2=O)c1,"('FC(F)Oc1ccc(cc1OCCCN[C@@H]2CCOC2=O)C(=O)Nc3c(Cl)cncc3Cl', 'FC(F)Oc1ccc(cc1OCCCN[C@H]2CCOC2=O)C(=O)Nc3c(Cl)cncc3Cl')",89198,25149511.0,Bioorg. Med. Chem. Lett.,2014.0,24,4594,"(Decimal('12'), Decimal('11'))",nM,IC50,,10599,Phosphodiesterase 4B,other enzymes,0.0377885608894,no cliff,1,other enzymes
FC(F)Oc1cccc(CNC(=O)Nc2ccc(cc2F)[C@@H]3CNCCO3)c1,"('CHEMBL3673019', 'CHEMBL3673020')","(1528170, 1528171)",O=C(NCc1cccc(OC(F)F)c1)Nc1ccc(C2CNCCO2)cc1F,"('FC(F)Oc1cccc(CNC(=O)Nc2ccc(cc2F)[C@@H]3CNCCO3)c1', 'FC(F)Oc1cccc(CNC(=O)Nc2ccc(cc2F)[C@H]3CNCCO3)c1')",94859,"((nan, nan), (nan, nan))",,2015.0,,,"((Decimal('6.4'), Decimal('3.9')), (Decimal('1'), Decimal('1.2')))",nM,Ki,,"(100425, 100426)",Trace amine-associated receptor 1,membrane receptor 7tm,"(0.215115366957388, 0.079181246047624818)",no cliff,1,membrane receptor 7tm
FC1(CCN(CC1)C(=O)c2ccc(C3CCC3)c(NC(=O)N[C@@H]4CCOC4)c2)c5ccc(cc5)C#N,"('CHEMBL3666638', 'CHEMBL3666639')",1528309,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)NC4CCOC4)c3)CC2)cc1,"('FC1(CCN(CC1)C(=O)c2ccc(C3CCC3)c(NC(=O)N[C@@H]4CCOC4)c2)c5ccc(cc5)C#N', 'FC1(CCN(CC1)C(=O)c2ccc(C3CCC3)c(NC(=O)N[C@H]4CCOC4)c2)c5ccc(cc5)C#N')",94581,"(nan, nan)",,2014.0,,,"(Decimal('60'), Decimal('40'))",nM,IC50,,11535,Fatty acid synthase,other enzymes,0.176091259056,no cliff,1,other enzymes
FCC1(CF)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)cc4O1,"('CHEMBL3639761', 'CHEMBL3682305')",1528212,O=C1CCc2ccc(NC(=O)NC3CC(CF)(CF)Oc4cc(Cl)ccc43)cc2N1,"('FCC1(CF)C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)cc4O1', 'FCC1(CF)C[C@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)cc4O1')",94729,"(nan, nan)",,2015.0,,,"(Decimal('35'), Decimal('430'))",nM,IC50,,10260,Vanilloid receptor,ion channel vgc,1.08940041123,cliff,1,ion channel vgc
FC[C@@H](Cc1ccccc1)N2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,"('CHEMBL513859', 'CHEMBL468208')","(532579, 532580)",FCC(Cc1ccccc1)N1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"('FC[C@@H](Cc1ccccc1)N2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2', 'FC[C@H](Cc1ccccc1)N2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2')",42001,18393401.0,J. Med. Chem.,2008.0,51,2795,"((Decimal('110'), Decimal('140')), (Decimal('190'), Decimal('110')))",nM,Ki,,"(155, 121)","('Dopamine transporter', 'Serotonin transporter')",transporter,"(0.104735350520013, 0.23736091579460392)",no cliff,1,transporter
FC[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F,"('CHEMBL254798', 'CHEMBL429311')",479690,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCC(CF)N3CC(F)(F)F,"('FC[C@@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F', 'FC[C@H]1COc2cc3NC(=O)C=C(c3cc2N1CC(F)(F)F)C(F)(F)F')",39522,18400499.0,Bioorg. Med. Chem. Lett.,2008.0,18,2967,"(Decimal('32'), Decimal('2.6'))",nM,Ki,,56,Androgen Receptor,transcription factor,1.09017663035,cliff,1,transcription factor
FC[C@@H]1Cc2ccc(Br)cc2CN1,"('CHEMBL136475', 'CHEMBL136304')",152399,FCC1Cc2ccc(Br)cc2CN1,"('FC[C@@H]1Cc2ccc(Br)cc2CN1', 'FC[C@H]1Cc2ccc(Br)cc2CN1')",15193,10543879.0,J. Med. Chem.,1999.0,42,4351,"(Decimal('470'), Decimal('510'))",nM,Ki,,12229,Phenylethanolamine N-methyltransferase,other enzymes,0.0354723181622,no cliff,1,other enzymes
FC[C@@H]1Cc2ccccc2CN1,"('CHEMBL137607', 'CHEMBL137286')",152399,FCC1Cc2ccccc2CN1,"('FC[C@@H]1Cc2ccccc2CN1', 'FC[C@H]1Cc2ccccc2CN1')",15193,10543879.0,J. Med. Chem.,1999.0,42,4351,"(Decimal('9900'), Decimal('690'))",nM,Ki,,12229,Phenylethanolamine N-methyltransferase,other enzymes,1.15678610386,cliff,1,other enzymes
F[C@@H](C1CCN(CC1)c2nc3c(nccc3nc2NC4CC4)C(=O)N5CCOCC5)c6ccc(F)cc6F,"('CHEMBL3715455', 'CHEMBL3717662')",1537037,O=C(O)C(F)(F)F.O=C(c1nccc2nc(NC3CC3)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc12)N1CCOCC1,"('OC(=O)C(F)(F)F.F[C@@H](C1CCN(CC1)c2nc3c(nccc3nc2NC4CC4)C(=O)N5CCOCC5)c6ccc(F)cc6F', 'OC(=O)C(F)(F)F.F[C@H](C1CCN(CC1)c2nc3c(nccc3nc2NC4CC4)C(=O)N5CCOCC5)c6ccc(F)cc6F')",97180,"(nan, nan)",,"(nan, nan)",,,"(Decimal('6'), Decimal('7'))",nM,IC50,,116091,G-protein coupled receptor 6,membrane receptor 7tm,0.0669467896306,no cliff,1,membrane receptor 7tm
F[C@@H](C1CCN(CC1)c2nc3cc(ncc3nc2NC4CC4)C#N)c5ccc(F)cc5F,"('CHEMBL3718951', 'CHEMBL3716020')",1537037,N#Cc1cc2nc(N3CCC(C(F)c4ccc(F)cc4F)CC3)c(NC3CC3)nc2cn1,"('F[C@@H](C1CCN(CC1)c2nc3cc(ncc3nc2NC4CC4)C#N)c5ccc(F)cc5F', 'F[C@H](C1CCN(CC1)c2nc3cc(ncc3nc2NC4CC4)C#N)c5ccc(F)cc5F')",97180,"(nan, nan)",,"(nan, nan)",,,"(Decimal('45'), Decimal('24'))",nM,IC50,,116091,G-protein coupled receptor 6,membrane receptor 7tm,0.273001272064,no cliff,1,membrane receptor 7tm
F[C@@H](C1CCN(CC1)c2nc3cnc(Cl)cc3nc2NC4CC4)c5ccc(F)cc5F,"('CHEMBL3716097', 'CHEMBL3719239')",1537037,Fc1ccc(C(F)C2CCN(c3nc4cnc(Cl)cc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,"('OC(=O)C(F)(F)F.F[C@@H](C1CCN(CC1)c2nc3cnc(Cl)cc3nc2NC4CC4)c5ccc(F)cc5F', 'OC(=O)C(F)(F)F.F[C@H](C1CCN(CC1)c2nc3cnc(Cl)cc3nc2NC4CC4)c5ccc(F)cc5F')",97180,"(nan, nan)",,"(nan, nan)",,,"(Decimal('29'), Decimal('15'))",nM,IC50,,116091,G-protein coupled receptor 6,membrane receptor 7tm,0.286306738843,no cliff,1,membrane receptor 7tm
F[C@@H](C1CCN(CC1)c2nc3cnc(cc3nc2NC4CC4)C(=O)N5CCC5)c6ccc(F)cc6F,"('CHEMBL3717693', 'CHEMBL3716246')",1537037,O=C(O)C(F)(F)F.O=C(c1cc2nc(NC3CC3)c(N3CCC(C(F)c4ccc(F)cc4F)CC3)nc2cn1)N1CCC1,"('OC(=O)C(F)(F)F.F[C@@H](C1CCN(CC1)c2nc3cnc(cc3nc2NC4CC4)C(=O)N5CCC5)c6ccc(F)cc6F', 'OC(=O)C(F)(F)F.F[C@H](C1CCN(CC1)c2nc3cnc(cc3nc2NC4CC4)C(=O)N5CCC5)c6ccc(F)cc6F')",97180,"(nan, nan)",,"(nan, nan)",,,"(Decimal('23'), Decimal('22'))",nM,IC50,,116091,G-protein coupled receptor 6,membrane receptor 7tm,0.0193051551954,no cliff,1,membrane receptor 7tm
F[C@@H](C1CCN(CC1)c2nc3cnncc3nc2NC4CC4)c5ccc(F)cc5F,"('CHEMBL3719076', 'CHEMBL3716656')",1537037,Fc1ccc(C(F)C2CCN(c3nc4cnncc4nc3NC3CC3)CC2)c(F)c1.O=C(O)C(F)(F)F,"('OC(=O)C(F)(F)F.F[C@@H](C1CCN(CC1)c2nc3cnncc3nc2NC4CC4)c5ccc(F)cc5F', 'OC(=O)C(F)(F)F.F[C@H](C1CCN(CC1)c2nc3cnncc3nc2NC4CC4)c5ccc(F)cc5F')",97180,"(nan, nan)",,"(nan, nan)",,,"(Decimal('26'), Decimal('22'))",nM,IC50,,116091,G-protein coupled receptor 6,membrane receptor 7tm,0.0725506671486,no cliff,1,membrane receptor 7tm
F[C@@H](CCNC(=O)c1oc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl,"('CHEMBL3287280', 'CHEMBL3287279')",1365043,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,"('F[C@@H](CCNC(=O)c1oc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl', 'F[C@H](CCNC(=O)c1oc2ccccc2c1)CN3CCN(CC3)c4cccc(Cl)c4Cl')",83992,24944737.0,ACS Med. Chem. Lett.,2014.0,5,647,"(Decimal('14000'), Decimal('9000'))",nM,Ki,,90,Dopamine D4 receptor,membrane receptor 7tm,0.191885526239,no cliff,1,membrane receptor 7tm
F[C@@H](CN1CCN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)Cc4ccccc4,"('CHEMBL468212', 'CHEMBL468211')",532580,Fc1ccc(C(OCCN2CCN(CC(F)Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,"('F[C@@H](CN1CCN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)Cc4ccccc4', 'F[C@H](CN1CCN(CCOC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)Cc4ccccc4')",42001,18393401.0,J. Med. Chem.,2008.0,51,2795,"(Decimal('540'), Decimal('290'))",nM,Ki,,121,Serotonin transporter,transporter,0.269995761924,no cliff,1,transporter
F[C@@H]1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)C1,"('CHEMBL470599', 'CHEMBL471437')",501237,FC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)C1,"('F[C@@H]1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)C1', 'F[C@H]1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)C1')",46449,19286376.0,Bioorg. Med. Chem. Lett.,2009.0,19,2172,0.28,nM,Ki,,10280,Histamine H3 receptor,membrane receptor 7tm,0.0,no cliff,1,membrane receptor 7tm
F[C@@H]1CN(CCC12OCCN2S(=O)(=O)c3ccccc3)C(=O)Nc4ccccc4,"('CHEMBL2092734', 'CHEMBL2092888')",774944,O=C(Nc1ccccc1)N1CCC2(OCCN2S(=O)(=O)c2ccccc2)C(F)C1,"('F[C@@H]1CN(CCC12OCCN2S(=O)(=O)c3ccccc3)C(=O)Nc4ccccc4', 'F[C@H]1CN(CCC12OCCN2S(=O)(=O)c3ccccc3)C(=O)Nc4ccccc4')",59386,21924608.0,Bioorg. Med. Chem. Lett.,2011.0,21,6409,"(Decimal('170'), Decimal('220'))",nM,IC50,,12968,Orexin receptor 2,membrane receptor 7tm,0.111973759444,no cliff,1,membrane receptor 7tm
F[C@@H]1CNCCC1Oc2cccc3ccc(nc23)c4nnc5ccccn45,"('CHEMBL3660031', 'CHEMBL3660030')",1527870,FC1CNCCC1Oc1cccc2ccc(-c3nnc4ccccn34)nc12,"('F[C@@H]1CNCCC1Oc2cccc3ccc(nc23)c4nnc5ccccn45', 'F[C@H]1CNCCC1Oc2cccc3ccc(nc23)c4nnc5ccccn45')",94172,"(nan, nan)",,2013.0,,,"(Decimal('3'), Decimal('4'))",nM,IC50,,10839,Serine/threonine-protein kinase PIM1,kinase,0.124938736608,no cliff,1,kinase
